"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000211592",40676.8229801959,3.89028855683393,0.726944380433657,5.35156287268248,8.71978306994965e-08,7.52711051893765e-05
"ENSG00000211666",2528.72500331999,4.450931780511,0.830544669563158,5.35905164842254,8.36599379274395e-08,7.52711051893765e-05
"ENSG00000211679",6957.52235676204,4.66653591330809,0.881682087151481,5.29276479732579,1.20480833571019e-07,9.85279574750788e-05
"ENSG00000175063",141.268727708929,3.42752139591757,0.652191169505415,5.25539374983689,1.47708109061998e-07,0.00010928993326692
"ENSG00000211637",908.78649855489,5.27800914523454,1.00378944247593,5.25808393861552,1.45564079637207e-07,0.00010928993326692
"ENSG00000065328",95.8573956421971,4.34219495504613,0.840028512724618,5.16910424976207,2.35218667177858e-07,0.000146193106024382
"ENSG00000165949",3911.20067297953,9.18208136825709,1.77241705671436,5.18054220561299,2.21241860493704e-07,0.000146193106024382
"ENSG00000231475",294.028371459356,5.88783264868457,1.13806438389228,5.173549697204,2.29687993699001e-07,0.000146193106024382
"ENSG00000211677",13991.0094042328,4.92727191018068,0.94968007313428,5.18834926578899,2.12166395599465e-07,0.000146193106024382
"ENSG00000225972",352.876848556266,22.8586727069558,4.50867235841255,5.06993431543206,3.97953020252303e-07,0.000193231063396259
"ENSG00000117399",227.193293844652,3.55514508097733,0.699993020241517,5.07882932854202,3.79767673384743e-07,0.000193231063396259
"ENSG00000282651",319.982307445534,22.6956926678721,4.47546799074625,5.07113283232035,3.95454621098338e-07,0.000193231063396259
"ENSG00000048462",256.404251324328,4.59846201742544,0.905818504648226,5.07658211201068,3.84284768358992e-07,0.000193231063396259
"ENSG00000166851",185.15640324404,3.39704851248772,0.669096886640486,5.0770651908787,3.83309385392091e-07,0.000193231063396259
"ENSG00000088325",225.039796202598,2.94782536105582,0.58101829771581,5.07354995986319,3.90461897983359e-07,0.000193231063396259
"ENSG00000211659",3129.6625780466,5.95989910030124,1.1729472183642,5.08113153515377,3.75193197419955e-07,0.000193231063396259
"ENSG00000178445",147.623566322737,5.84095659412751,1.16046594652786,5.03328564841027,4.82143870133339e-07,0.000227016710731267
"ENSG00000171848",845.203780019946,3.26896860242682,0.658475075560565,4.96445305791404,6.88949467046558e-07,0.000304984383183277
"ENSG00000211949",3279.32578972949,4.37470697771335,0.881375615325418,4.96349899140123,6.92344010328262e-07,0.000304984383183277
"ENSG00000211952",107.633647463704,6.64048575162936,1.33893293621946,4.95953574073628,7.06618470498002e-07,0.000304984383183277
"ENSG00000211956",3039.89417572151,4.87032110775084,0.984100903314282,4.94900582993923,7.45935129644671e-07,0.000313252433632943
"ENSG00000183010",81.3981603587635,3.9206023410354,0.803541710661056,4.87915224439315,1.06542800487315e-06,0.000435647903676818
"ENSG00000211934",2486.2781149857,5.74846742578577,1.18804507049116,4.83859372726426,1.30761028727249e-06,0.00052096534983692
"ENSG00000076003",659.634410177576,1.68576741280197,0.350229002602713,4.81332899409889,1.48436622362685e-06,0.000569700402247205
"ENSG00000167513",96.1281539423293,2.90758989589768,0.604387858214612,4.81080130313475,1.50326402961355e-06,0.000569700402247205
"ENSG00000211945",1008.80039294379,4.01066463194088,0.835832986006756,4.7984043452294,1.59934656639104e-06,0.000591682070204382
"ENSG00000211896",47083.5711122887,6.0557708849945,1.26377438884075,4.79181326862418,1.65280698195476e-06,0.00059723988106077
"ENSG00000243466",2833.4932511368,4.39287114339344,0.918220557029043,4.78411326098692,1.71743826658092e-06,0.000597490738180929
"ENSG00000101057",956.318536395169,3.65994204987317,0.766787850687417,4.77308299367559,1.81426982232574e-06,0.000612828793462987
"ENSG00000148773",558.384250345533,2.95739765754758,0.621379524559359,4.75940635418389,1.9416318370239e-06,0.000641895223056964
"ENSG00000184661",65.9150568233239,3.95960548071706,0.840761986171807,4.70954389689537,2.48271741061903e-06,0.000801848569381772
"ENSG00000211950",1304.52823538668,5.70838954711955,1.21305303848219,4.70580375798081,2.52867678592527e-06,0.000801848569381772
"ENSG00000154839",50.4177621364691,4.53969666588999,0.969114464541425,4.68437613098483,2.8081392620973e-06,0.000872657357089357
"ENSG00000122952",293.267993329422,2.41846979279337,0.518228675384408,4.6668004062095,3.05926243291324e-06,0.000932055287894234
"ENSG00000123485",86.4052945784162,2.93690871723487,0.633767858589503,4.63404490687044,3.58589153841089e-06,0.00103180708747831
"ENSG00000196465",55.4189755840612,2.27225665220159,0.490278023354962,4.63462881051162,3.57578521681588e-06,0.00103180708747831
"ENSG00000176890",70.71369921019,3.55690053875049,0.767119561895475,4.63669643616147,3.54021745017653e-06,0.00103180708747831
"ENSG00000134057",177.843130793632,2.71625268085584,0.589321235060735,4.60912066163017,4.04375610127237e-06,0.00114239786002855
"ENSG00000211649",333.155437769785,5.16360896541848,1.1229506460238,4.59825103062368,4.26052454070513e-06,0.00118214339845493
"ENSG00000240671",223.760009873044,4.96782632620436,1.08319106264798,4.5862881420568,4.51195796811516e-06,0.00121685863835903
"ENSG00000076382",273.260504455477,2.6518865462437,0.578397074003482,4.58488928356463,4.54227062844794e-06,0.00121685863835903
"ENSG00000211938",1112.59867972316,4.2764212646764,0.93378083346098,4.57968413083208,4.65678669035164e-06,0.0012263923999099
"ENSG00000075218",54.819849816584,3.49559096936308,0.766813589491311,4.55859288002705,5.14974891662882e-06,0.00133361331110964
"ENSG00000093009",106.578207961741,3.36544121857309,0.741536157905251,4.53847217387221,5.66632711065227e-06,0.00144333427287402
"ENSG00000157456",146.99792812525,3.41644399084948,0.755132553410586,4.5242970593957,6.05965649567767e-06,0.0015186281069329
"ENSG00000111206",89.9052454041688,2.61342445609919,0.578159403247362,4.52024898569547,6.176694297992e-06,0.00152338850797142
"ENSG00000244437",1766.66121114013,3.8296959029033,0.848933316038568,4.51118577931899,6.44662271359276e-06,0.00156511912068444
"ENSG00000259772",49.702917020472,3.40117712746563,0.756763929358229,4.49437003472138,6.97762030053663e-06,0.00166797329584212
"ENSG00000167900",462.092771661733,2.39055673222229,0.532361111586455,4.49047963908999,7.10629682611916e-06,0.0016729945467309
"ENSG00000111665",66.804550481123,2.76388566071664,0.617323881777507,4.47720514676732,7.56265706361557e-06,0.00175385918588744
"ENSG00000211967",293.341103110267,4.7693095529643,1.06957626287403,4.45906450854546,8.23181454385721e-06,0.00188096962327137
"ENSG00000211943",726.124106617781,4.47367204046464,1.00441863503075,4.45399147769462,8.42884473923865e-06,0.00189807810954044
"ENSG00000094804",109.546569191967,3.18126248232976,0.715829383178313,4.44416303254389,8.82346793950946e-06,0.00195855778348712
"ENSG00000211662",1722.25009460624,4.60809808862898,1.0387479642504,4.43620420662328,9.15589976511831e-06,0.00200372352887899
"ENSG00000017483",559.993090969686,1.67443844405421,0.378096972148016,4.42859522133045,9.48488418647985e-06,0.00201885110259622
"ENSG00000131153",113.809809956997,2.81870884914481,0.636110164079675,4.43116461316558,9.37255030531569e-06,0.00201885110259622
"ENSG00000211660",1413.23482030845,4.3417125910458,0.982282766523616,4.4200231735832,9.86903175961835e-06,0.00207222993893176
"ENSG00000123473",85.5677846553389,2.69185615034678,0.616242043663556,4.36817996763692,1.25286236481349e-05,0.00254588013198004
"ENSG00000189223",397.741888091982,6.49018949586401,1.48630672285957,4.36665554696359,1.26163450999139e-05,0.00254588013198004
"ENSG00000051180",100.588863830532,2.87477237991787,0.658185871656146,4.3677211920157,1.25549620810189e-05,0.00254588013198004
"ENSG00000143476",139.235054793127,2.83880039672834,0.650694128962889,4.36272631082898,1.28451597765925e-05,0.00255882170011146
"ENSG00000138180",69.3450977560475,3.71691970337826,0.855187178894782,4.34632299817906,1.38438667248729e-05,0.00272286077431741
"ENSG00000171241",194.441047739307,2.822545378719,0.650917590119555,4.33625611223777,1.44930067704609e-05,0.00281490423999276
"ENSG00000241351",1898.55353023209,3.37519471636244,0.780147642430029,4.32635379868518,1.51597859189984e-05,0.00283874402780796
"ENSG00000071539",89.0613966129705,3.35770787443467,0.775869105776423,4.3276731209378,1.5069288990602e-05,0.00283874402780796
"ENSG00000123989",419.068562889184,2.13658181517181,0.494255554695111,4.32282812985237,1.54041734061386e-05,0.00284940531410217
"ENSG00000211890",6037.41573182277,5.01293922346151,1.16074036187383,4.31874292315374,1.56920437072559e-05,0.00286850558968639
"ENSG00000211966",914.059117274849,3.59594022143924,0.8366923969316,4.29780434796183,1.72498319191343e-05,0.00308078032597137
"ENSG00000127564",114.745937374229,2.78102338329067,0.649180117717732,4.28390104285337,1.83644617053215e-05,0.00324257961337825
"ENSG00000211899",33771.4381552386,3.08761872387261,0.722427743833743,4.27394815637533,1.92041706945403e-05,0.00335274611518839
"ENSG00000035499",49.0424507062281,3.8917203296386,0.914308085634029,4.25646496053885,2.07684568005991e-05,0.00358555868630788
"ENSG00000184357",67.0257541459558,3.0603717493104,0.720616257799077,4.24688135493565,2.16766672496506e-05,0.00370123138159419
"ENSG00000211941",597.001900103972,3.97902259713658,0.937644248389901,4.24363782316081,2.19925196345193e-05,0.00371434532696914
"ENSG00000097021",263.860066875418,1.84323029469655,0.436726778242443,4.22055707716028,2.43699342427375e-05,0.00402409716903627
"ENSG00000142583",106.801134300545,3.51025960395802,0.831890113576546,4.21961933033001,2.44715168495149e-05,0.00402409716903627
"ENSG00000211665",91.4473212180931,6.46176726769441,1.53180291442612,4.2184064326025,2.46035030929621e-05,0.00402409716903627
"ENSG00000211640",1473.49560865257,5.47348397023754,1.29975856050652,4.21115439170832,2.54069024421904e-05,0.00411221302236203
"ENSG00000101187",113.411665150679,3.57878146106381,0.850740734871817,4.20666522051872,2.59166626615875e-05,0.0041514753034613
"ENSG00000134184",146.830890535088,21.2750178406445,5.07834747498449,4.1893584370592,2.7974423153233e-05,0.00438418476771202
"ENSG00000243238",488.265929021057,5.63946777570451,1.346768304454,4.18740755707852,2.82158885809758e-05,0.00438418476771202
"ENSG00000073111",468.681236959621,2.02429831454431,0.483073901993052,4.19045265370893,2.78398504617067e-05,0.00438418476771202
"ENSG00000099958",137.540712463114,2.7258605852441,0.654791633049923,4.16294351921915,3.14171100867535e-05,0.00483325798542551
"ENSG00000092853",88.1950985730613,2.58482108702618,0.622391819351231,4.15304476482442,3.2808052783272e-05,0.00499776004065176
"ENSG00000169679",231.40410166565,2.71375959216049,0.65676579680964,4.13200505468323,3.59612510879087e-05,0.00541073070940736
"ENSG00000112984",64.4278107408275,3.3484293047958,0.811114044929903,4.12818558096251,3.65636970322933e-05,0.00541073070940736
"ENSG00000211972",117.59877954626,4.5798840384662,1.10910992981462,4.12933282387228,3.63817427601354e-05,0.00541073070940736
"ENSG00000165948",83.6898408056349,1.85669301130413,0.450253904574523,4.12365776829555,3.72902831602046e-05,0.00546619263908734
"ENSG00000150967",102.941970689424,2.45274312733662,0.595142962049584,4.12126713032065,3.76794215182548e-05,0.00547161543505274
"ENSG00000211946",1255.46643474431,6.13043042671397,1.49619716400273,4.09734129579114,4.17922503289517e-05,0.00601266653343752
"ENSG00000169607",43.1691547698461,3.74530469402308,0.920084253240801,4.07061057814113,4.68900770192106e-05,0.00666586698130253
"ENSG00000117724",138.274728866072,2.39038068495011,0.589025497197273,4.05819560668276,4.94533384971197e-05,0.00686076762114506
"ENSG00000162062",32.5517569098463,3.23026735196905,0.795772024684602,4.05928739861061,4.92227005856128e-05,0.00686076762114506
"ENSG00000109805",89.3045970831916,3.1294837969754,0.775571752480186,4.03506675812738,5.45867750436082e-05,0.00750592310289897
"ENSG00000211658",244.161938500999,5.93278155462755,1.47158474092441,4.03155957631141,5.54079467998484e-05,0.00755200594189513
"ENSG00000189057",76.1673199705102,2.82818523094156,0.705793936673339,4.00709765837861,6.14694511550737e-05,0.00823372700040978
"ENSG00000270550",1749.55132542402,3.94486323464642,0.986439623706745,3.99909243286762,6.35858449274048e-05,0.00844441759386338
"ENSG00000117650",33.2815999169592,3.91404924105561,0.98118768929862,3.98909330370164,6.63263309993554e-05,0.00873371636498292
"ENSG00000254395",80.7536635829851,5.17137743974518,1.29928539896925,3.98017051823083,6.88658525973787e-05,0.00899191275342916
"ENSG00000134202",163.660399496953,3.56826809810037,0.89739457742082,3.97625324230935,7.0009571350901e-05,0.0090650726637525
"ENSG00000168078",30.6494341833804,4.32411857411856,1.08881260621907,3.97140752175361,7.14492362837195e-05,0.00917502672211928
"ENSG00000276043",226.828823535102,2.34381046416009,0.591993690397258,3.95918149497046,7.52070689693809e-05,0.00950054827354666
"ENSG00000129538",310.299799492616,5.12144785962438,1.29753069675976,3.94707259906363,7.91125733740254e-05,0.00991331584746456
"ENSG00000187193",89.2115057965862,1.50608465057116,0.381954533505273,3.94309929181758,8.0435333760821e-05,0.00999843372780509
"ENSG00000134285",951.104377900453,1.41903265630323,0.360335096266924,3.93809171242109,8.213220361925e-05,0.0101283347606024
"ENSG00000211965",504.275602537735,4.11153961690341,1.0446318803519,3.93587415264251,8.28944061153346e-05,0.0101418368678746
"ENSG00000011426",50.4075171465014,3.05234774849492,0.776993216007339,3.92840977966285,8.55094181802825e-05,0.0103800417162909
"ENSG00000085840",76.732808251839,3.07667615440238,0.785464836020938,3.91701323001092,8.965283041251e-05,0.0106520486435267
"ENSG00000239264",244.493135445132,2.61820471994137,0.668760767981683,3.91500944028624,9.04006707218369e-05,0.0106520486435267
"ENSG00000211673",1401.61900732273,4.10534797416512,1.04868316800134,3.91476482071262,9.04923684480326e-05,0.0106520486435267
"ENSG00000211648",1609.13530811183,4.61322494592733,1.18260747537904,3.90089276617225,9.58385991017263e-05,0.0111965425025761
"ENSG00000137812",84.2867800757887,2.47230635321154,0.635255255182458,3.89183140641858,9.94903723890779e-05,0.0115364284043395
"ENSG00000137309",1076.08993852209,1.12641556077942,0.290347334151197,3.87954504239686,0.000104652021603598,0.0120450600864942
"ENSG00000135916",1912.7320473009,2.07049300425786,0.535629627913797,3.86553113636029,0.000110847705804411,0.012664350388154
"ENSG00000143603",71.8095179195687,3.95709850403497,1.032838881787,3.83128344005453,0.000127476548313045,0.0144578876473584
"ENSG00000090889",52.7414772542585,2.73451901481324,0.715949334763878,3.81943090388525,0.00013375992074242,0.014800267779862
"ENSG00000126787",94.0346239723231,3.50404014529099,0.917665923558664,3.81842678837031,0.000134305429074561,0.014800267779862
"ENSG00000243290",135.362965548642,4.18573791520519,1.09777697010312,3.81292195883103,0.000137333486769021,0.0149329128468106
"ENSG00000029153",53.7618140095591,3.47902399178698,0.9124719657163,3.81274616919974,0.000137431235493237,0.0149329128468106
"ENSG00000137310",372.189443664014,1.42514824843734,0.374473587856797,3.80573769326111,0.000141382160759696,0.0152555278741955
"ENSG00000115884",87.786067105402,6.47215065517104,1.70651724197776,3.79260783071268,0.000149073483685887,0.0158650944487077
"ENSG00000160957",187.463109708975,1.87129620339113,0.493290548785414,3.79349697252189,0.00014854044295212,0.0158650944487077
"ENSG00000211937",598.315156818461,3.92071980117585,1.03769669468559,3.77829072912657,0.000157908468445211,0.0166910325353856
"ENSG00000109501",127.190531077794,1.75619713916689,0.46557773041051,3.7720814902775,0.0001618913614993,0.0168823354025243
"ENSG00000221829",295.786124141042,1.09988101074239,0.291575396023042,3.77220103528716,0.00016181379527866,0.0168823354025243
"ENSG00000165480",56.6240351883914,3.40606407216311,0.903635117454641,3.76929139469182,0.000163711669913932,0.0169583461808178
"ENSG00000211644",126.141181748468,4.2078693106613,1.12533062646227,3.73922935332318,0.000184585260346226,0.0189939455315209
"ENSG00000168496",511.523463995743,1.43338380368007,0.384463142005991,3.7282736550536,0.000192795960559164,0.019708313389265
"ENSG00000180535",43.773193775024,5.38892740258105,1.44820941199231,3.72109679577864,0.000198359382635035,0.020144497303158
"ENSG00000243264",175.875325685511,6.04874706111936,1.62745307915584,3.71669520835394,0.000201845699364613,0.0202385281750118
"ENSG00000274576",200.891917825593,8.61892960431653,2.31901156806713,3.71663933160123,0.000201890324824741,0.0202385281750118
"ENSG00000275063",1505.76971398752,5.69253760377748,1.53304923798582,3.71321250663583,0.000204644910562307,0.0203831578225457
"ENSG00000163808",83.5733947179544,2.41682359814785,0.654219245163373,3.69421048985545,0.000220571037063533,0.0218295081139693
"ENSG00000211599",30.8411782599106,4.86775312099455,1.31852261180013,3.69182377111362,0.000222651725200986,0.0218959652289425
"ENSG00000175643",82.3907392342584,2.26724210529914,0.614778581485423,3.68790028406821,0.000226112221220955,0.0220964257442214
"ENSG00000115163",35.74634900732,3.28658758402865,0.892406513830775,3.68283683847234,0.000230652797103366,0.0223992697587006
"ENSG00000189013",90.2863895749472,2.90223963240601,0.789332933616473,3.67682572055985,0.000236154262127971,0.022791086490338
"ENSG00000170312",123.335822748842,2.97540628985108,0.810194412364017,3.67245965220783,0.000240227089052237,0.0229354414440024
"ENSG00000100418",376.909003995875,0.858841303463185,0.233885356268318,3.67206103522747,0.000240602198183318,0.0229354414440024
"ENSG00000211625",504.404702876531,6.98745399450253,1.91899782998963,3.64119952889175,0.000271370713549367,0.0255548978613943
"ENSG00000184445",306.76372893026,1.22218372978576,0.335606254535342,3.64171916723637,0.000270823420690049,0.0255548978613943
"ENSG00000237649",75.3305221012226,2.41879882022945,0.66561298703914,3.63394174592213,0.000279123909258204,0.0261266704943011
"ENSG00000162063",197.983827268246,1.69602457652346,0.46907299116808,3.61569437690293,0.000299543611905484,0.0278701116274695
"ENSG00000080986",136.05277129269,1.86690235346369,0.516926404488655,3.61154380440371,0.000304379657650268,0.0281514947652968
"ENSG00000137563",144.28940935883,2.34133547764675,0.64926151244116,3.60615165504506,0.000310771557867843,0.0285725944742636
"ENSG00000119333",292.649562897248,1.40106849816956,0.390500234673348,3.58788132186797,0.000333375962056252,0.0304705629319414
"ENSG00000112742",43.2748969060257,2.78203278784923,0.778346228593014,3.57428697621906,0.000351183593119555,0.0315744979565045
"ENSG00000119326",86.5674050741228,2.47804987671956,0.693352056165774,3.57401388613907,0.000351550273296131,0.0315744979565045
"ENSG00000051341",74.6679620632489,2.05729774275936,0.576639006904383,3.56773946633218,0.000360074259565884,0.0316092307634729
"ENSG00000154277",30.0316643536056,8.37017106321833,2.34351262556297,3.57163472127981,0.00035475997971667,0.0316092307634729
"ENSG00000253234",35.467825490903,4.30448839258328,1.20611665276164,3.56888231559304,0.000358507408752769,0.0316092307634729
"ENSG00000253998",198.058379149321,6.91458815638959,1.94415442080988,3.55660439437171,0.000375679232578714,0.0326106364011624
"ENSG00000152253",24.5991390481371,3.99468467623207,1.12309966513383,3.55683898788809,0.000375344047230219,0.0326106364011624
"ENSG00000163923",55.8677886634883,2.021456636613,0.569181812208441,3.5515130548,0.000383022990963921,0.0327000617230626
"ENSG00000211933",221.291466655043,3.81197696999113,1.07322074637684,3.55190391432542,0.000382454494185697,0.0327000617230626
"ENSG00000211639",134.643615253568,4.93853588499641,1.38995714337215,3.55301306126254,0.000380845555012892,0.0327000617230626
"ENSG00000140451",67.6576208237101,1.89814455520455,0.534783530031006,3.5493698826037,0.000386154252287926,0.0327872391915289
"ENSG00000278196",532.878309748754,3.8539891634473,1.09116124648519,3.53200700250456,0.000412418434250642,0.0348269436488396
"ENSG00000211959",1887.22953467519,5.08780745344585,1.4448956359076,3.52122833442567,0.000429552561209113,0.036077771330093
"ENSG00000244575",184.340370556755,4.02310003995997,1.14484180645994,3.51410999952922,0.000441230057443186,0.0366622065911884
"ENSG00000112312",155.288763671025,1.98485328495194,0.564813470991259,3.51417483274343,0.000441122375328446,0.0366622065911884
"ENSG00000205038",63.8768567138366,2.86590361340943,0.818405539855263,3.50181355555862,0.000462102867308699,0.0379502981045211
"ENSG00000211976",140.765120819369,4.7383347142865,1.35277664448888,3.50267335970808,0.000460613935425132,0.0379502981045211
"ENSG00000101412",292.457732163147,2.87562145477674,0.821444754000851,3.50068758826569,0.000464059508293153,0.0379502981045211
"ENSG00000239951",3160.96511243421,4.08330036272645,1.16977459131546,3.49067281255836,0.000481805902542521,0.0391952885534329
"ENSG00000117632",1284.24728900435,1.79564720537065,0.515037152029594,3.48644209120562,0.000489491347081792,0.0395269534354183
"ENSG00000165283",1153.40786649055,0.545448547248863,0.156484705780809,3.48563487100704,0.000490970653432599,0.0395269534354183
"ENSG00000239819",81.3181672936129,4.33589922814915,1.24555762795494,3.48109082296594,0.000499376129423915,0.0397879665221947
"ENSG00000166562",1139.62170083358,1.49184621218045,0.428723089740097,3.47974309730984,0.000501894802313693,0.0397879665221947
"ENSG00000179750",85.504656111905,3.27669843736652,0.941520828429848,3.48021874654753,0.000501004544490672,0.0397879665221947
"ENSG00000150594",26.9315347488995,7.90642038133523,2.27558044966019,3.4744631342372,0.000511876696530044,0.0398845214552864
"ENSG00000211654",114.007291793812,6.83511564877942,1.96768940875124,3.47367608850281,0.000513380376564377,0.0398845214552864
"ENSG00000211655",74.0245136088353,6.08918511005094,1.75269974180551,3.47417470591871,0.000512427272295966,0.0398845214552864
"ENSG00000110777",368.976197711211,2.19742865914803,0.63333350721741,3.46962324605652,0.000521188887292831,0.040289716073413
"ENSG00000123352",123.219340831843,1.44572031419793,0.419395023334153,3.44715657974332,0.000566520141866019,0.0433625121394789
"ENSG00000121152",113.937730606315,1.75874331406472,0.5117932533663,3.43643317393627,0.000589427741465499,0.0446757475458094
"ENSG00000159461",2457.82507701628,1.79393438002705,0.523553600877513,3.42645791571348,0.000611508513470412,0.0458188966816523
"ENSG00000211895",42636.7429614008,4.25607968887203,1.24400932349796,3.42126028196044,0.000623316473779791,0.0463401500937339
"ENSG00000142945",103.409122861428,2.41752077925285,0.70910472198757,3.40925776446208,0.000651398992056389,0.0477426298989253
"ENSG00000139734",24.6077774263642,3.51736771599491,1.03147466444237,3.41003791682704,0.000649538485191671,0.0477426298989253
"ENSG00000166803",27.8551296077394,3.3731237454277,0.990035218869272,3.40707449708726,0.000656632021729435,0.0479002270123566
"ENSG00000131747",369.979583624864,2.49731200952001,0.73448371573078,3.40009173251076,0.000673632497488571,0.0489107558223244
"ENSG00000135069",136.896948478933,1.98671490668795,0.585059005298123,3.3957513493457,0.000684405028144855,0.0494617922200686
"ENSG00000105974",42.8923734474883,4.01239730653912,1.18444299048843,3.3875816217077,0.000705117332421345,0.0507227458850133
"ENSG00000134690",114.312323707847,1.80972647775638,0.53461431176823,3.38510667956257,0.00071150596508347,0.0509464501634422
"ENSG00000085999",36.6889612473923,2.46578095898679,0.729286062064579,3.38108883091261,0.000721991978767226,0.051389190950413
"ENSG00000047597",150.111080225699,3.82261739606546,1.13088152471064,3.38021031605724,0.000724303824053317,0.051389190950413
"ENSG00000123095",33.5275950605658,3.03262642147911,0.898810647325138,3.3740437215605,0.000740726017878633,0.0521536109796613
"ENSG00000211970",437.178165491084,4.0889484672756,1.21220327453264,3.37315411794452,0.000743123454620065,0.0521536109796613
"ENSG00000211652",166.159136410339,3.91163778045475,1.15989556797008,3.37240514445664,0.000745147486001081,0.0521536109796613
"ENSG00000145050",442.194224487326,1.42659823923153,0.423990496635549,3.36469390364143,0.000766286191100507,0.0533926225888775
"ENSG00000151729",340.565960173357,1.62532716109258,0.485072612498984,3.3506883695603,0.000806109625940829,0.0556681394127493
"ENSG00000211897",7781.42863798272,4.46244128037737,1.33317175402133,3.34723659342244,0.000816215158658971,0.0561165979435535
"ENSG00000143228",54.5888545461742,1.97811690677954,0.591190393887514,3.34598959528412,0.000819894722263126,0.0561212519582575
"ENSG00000183617",612.447450477919,1.15092464021839,0.34498233597642,3.33618426277066,0.000849368473436484,0.0576309490840877
"ENSG00000168268",167.27644670532,2.48779152068318,0.746552744295217,3.33237207912453,0.000861090465635188,0.0581722767610415
"ENSG00000026751",2256.45171246405,1.4755954369681,0.443073232053067,3.33036466710174,0.00086732313272046,0.0583396832736386
"ENSG00000112029",133.940905803897,1.42653490471039,0.429258759007313,3.32325170955006,0.000889745901742027,0.0593358160369108
"ENSG00000100526",84.5556294922641,2.43147933372094,0.733644341167726,3.3142480590129,0.000918899474331592,0.0610164958639499
"ENSG00000211968",52.1041023036614,4.92884750619713,1.49215378261627,3.30317663207283,0.000955961529647872,0.0632073627560367
"ENSG00000164045",32.3250909689606,2.72589892183648,0.825904860793753,3.30049991377542,0.000965127432804092,0.0635430086902965
"ENSG00000138160",180.000569025203,2.00538602763744,0.61177377609474,3.27798625243277,0.00104550487376412,0.067970940286807
"ENSG00000163053",24.7939639475467,3.8699342694879,1.18341427769636,3.2701432984408,0.00107493015787106,0.0695927699708357
"ENSG00000066279",83.6915495574156,2.0362306710974,0.623468980205272,3.26596949607178,0.00109090000044214,0.070333627414398
"ENSG00000106733",509.725332730082,1.17837010332214,0.36123750329894,3.26203700490917,0.00110614702915859,0.070729681230725
"ENSG00000142089",6758.8757879607,3.08996488538326,0.947112767820849,3.26251000975603,0.00110430272850805,0.070729681230725
"ENSG00000223648",101.945698366815,6.60930809934951,2.02835062882879,3.25846429380203,0.00112016971759725,0.0713327748853527
"ENSG00000171320",35.0663730887588,2.36738859246781,0.727075132953478,3.25604395635312,0.0011297625963479,0.071650004987974
"ENSG00000146670",106.186289917437,2.22067726181156,0.68275169035435,3.2525401155126,0.00114378449440341,0.0722444043660171
"ENSG00000160075",2960.50464870773,0.522105016254328,0.160794513016465,3.24703254147028,0.00116615055512648,0.073063094054658
"ENSG00000181104",803.426500330812,1.36167946546207,0.419260245832666,3.24781440405284,0.00116295101117571,0.073063094054658
"ENSG00000117411",77.204266254589,1.79765504394741,0.554903136516765,3.23958349781846,0.00119704412706662,0.0743986865854443
"ENSG00000211664",124.459418643835,6.27845112261018,1.93794861688177,3.23974075881973,0.0011963841761676,0.0743986865854443
"ENSG00000135451",60.1910844565946,2.73618892062783,0.845923569992641,3.23455808265471,0.00121831137684145,0.0751195324339782
